2.32996,2.33992,2.38998,2.43522,2.47215,2.50305,2.53282,2.55735,2.57878,2.59769,2.61581,2.63168,2.64566,2.65811,2.66918,2.67901,2.68772,2.6954,2.70216,2.7081,2.7133,2.71784,2.7218,2.72524,2.72821,2.73077,2.73296,2.73482,2.73638,2.73769,2.73876,2.73965,2.76396,2.78527,2.79865,2.80695,2.81245,2.81665,2.82025,2.82352,2.82659,2.82949,2.83229,2.835,2.83759,2.84008,2.84249,2.8448,2.84705,2.84924,2.85134,2.85336,2.85534,2.85723,2.85908,2.86087,2.86258,2.86426,2.86587,2.86744,2.86894,2.8704,2.87179,2.87316,2.87446,2.87572,2.87693,2.87809,2.8792,2.88026,2.88128,2.88225,2.88318,2.88406,2.8849,2.88569,2.88644,2.88714,2.88781,2.88843,2.88902,2.88956,2.89007,2.89055,2.89099,2.89141,2.89179,2.89214,2.89247,2.89277,2.89304,2.8933
,2.26198,2.31866,2.36566,2.40802,2.4439,2.47424,2.50243,2.5271,2.54869,2.56794,2.58521,2.60194,2.61667,2.62994,2.64197,2.65289,2.66279,2.67175,2.67984,2.68714,2.69371,2.69962,2.70491,2.70965,2.71389,2.71767,2.72103,2.72402,2.72667,2.72901,2.73107,2.73288,2.73446,2.73583,2.73702,2.75422,2.77285,2.78549,2.79398,2.79989,2.80439,2.80813,2.81146,2.81453,2.81742,2.82019,2.82284,2.8254,2.82785,2.83026,2.83257,2.83479,2.83698,2.83908,2.84113,2.84311,2.84502,2.84691,2.84871,2.85049,2.85221,2.85386,2.85549,2.85708,2.85861,2.86009,2.86155,2.86296,2.86433,2.86565,2.86694,2.8682,2.86941,2.87058,2.87174,2.87285,2.87392,2.87496,2.87597,2.87694,2.87787,2.87879,2.87966,2.8805,2.88131,2.88209,2.88284,2.88356,2.88424,2.8849,2.88553
,2.176,2.24,2.29294,2.33758,2.37751,2.41268,2.44266,2.4692,2.49442,2.51619,2.53575,2.55346,2.56954,2.58508,2.59902,2.61173,2.62341,2.63416,2.64406,2.65317,2.66156,2.66926,2.67633,2.6828,2.68874,2.69416,2.69912,2.70364,2.70776,2.7115,2.71491,2.71801,2.72082,2.72336,2.72565,2.72773,2.72959,2.73127,2.73277,2.73739,2.75528,2.76851,2.77799,2.78487,2.79007,2.79425,2.7978,2.80101,2.80401,2.80681,2.80947,2.81203,2.8145,2.81686,2.8192,2.82145,2.82363,2.82572,2.8278,2.82978,2.83175,2.83365,2.8355,2.8373,2.83905,2.84076,2.84241,2.84406,2.84564,2.84719,2.8487,2.85017,2.85161,2.85301,2.85438,2.85572,2.85702,2.85828,2.85952,2.86075,2.86193,2.86309,2.8642,2.86531,2.86637,2.86741,2.86845,2.86944,2.87039,2.87135,2.87225
,2.08287,2.15341,2.21294,2.26309,2.30598,2.34369,2.37845,2.40827,2.43464,2.45913,2.4813,2.50117,2.51925,2.53581,2.551,2.56556,2.57892,2.5912,2.60259,2.61317,2.62302,2.6322,2.64076,2.64873,2.65615,2.66306,2.66948,2.67545,2.681,2.68615,2.69093,2.69535,2.69945,2.70325,2.70675,2.70999,2.71299,2.71575,2.71829,2.72064,2.72279,2.72477,2.72659,2.72826,2.73257,2.74691,2.75805,2.76648,2.77293,2.77802,2.78221,2.78581,2.78903,2.79195,2.79476,2.79739,2.7999,2.80233,2.80467,2.80693,2.80914,2.81128,2.81336,2.81536,2.81737,2.81929,2.82117,2.82301,2.8248,2.82655,2.82823,2.82993,2.83156,2.83315,2.83471,2.83624,2.83773,2.83916,2.84059,2.84201,2.84338,2.84472,2.84603,2.84731,2.84855,2.84978,2.85098,2.85216,2.85334,2.85447,2.85556
,1.98089,2.05972,2.12524,2.18134,2.22934,2.27096,2.30739,2.34119,2.37104,2.39752,2.42136,2.44386,2.46418,2.48265,2.49962,2.5153,2.52981,2.54353,2.55649,2.56846,2.57962,2.59006,2.59985,2.60905,2.61769,2.62583,2.63348,2.64068,2.64746,2.65384,2.65983,2.66547,2.67077,2.67575,2.68043,2.68482,2.68894,2.69281,2.69643,2.69982,2.703,2.70598,2.70876,2.71137,2.7138,2.71608,2.7182,2.72019,2.72204,2.72376,2.73274,2.74334,2.75167,2.7583,2.76367,2.76813,2.77189,2.77527,2.77839,2.78122,2.78389,2.78642,2.78884,2.79117,2.79343,2.79562,2.79774,2.79977,2.80179,2.80376,2.80572,2.80759,2.80942,2.81121,2.81296,2.81464,2.81632,2.81799,2.81957,2.82118,2.82272,2.82423,2.82571,2.82716,2.82858,2.82994,2.83131,2.83268,2.834,2.83529,2.83656
,1.86908,1.95732,2.03037,2.0921,2.14553,2.1919,2.23253,2.26846,2.30105,2.33093,2.35762,2.38175,2.40372,2.42457,2.44357,2.46101,2.47715,2.49215,2.50613,2.5192,2.53177,2.54354,2.55454,2.56488,2.57462,2.58382,2.59253,2.60076,2.60857,2.61597,2.62299,2.62965,2.63598,2.64198,2.64767,2.65308,2.6582,2.66307,2.66769,2.67206,2.67621,2.68015,2.68388,2.68741,2.69076,2.69393,2.69693,2.69977,2.70246,2.705,2.70741,2.70968,2.71183,2.71386,2.71578,2.71759,2.72454,2.73337,2.74061,2.74659,2.75154,2.75582,2.75962,2.76295,2.76599,2.7688,2.77138,2.77394,2.77632,2.77861,2.78083,2.78297,2.78505,2.78708,2.78905,2.79098,2.79286,2.79465,2.79646,2.79827,2.79999,2.80168,2.80334,2.80496,2.80656,2.80812,2.80961,2.81115,2.81263,2.81407,2.81549
,1.74698,1.84515,1.92683,1.99553,2.05436,2.10571,2.15086,2.19076,2.22633,2.25827,2.28792,2.31489,2.33936,2.36173,2.3823,2.4018,2.41982,2.43648,2.45199,2.46649,2.48006,2.49282,2.50482,2.51644,2.52735,2.53764,2.54737,2.55659,2.56535,2.57367,2.58159,2.58914,2.59634,2.60321,2.60976,2.61603,2.62201,2.62773,2.6332,2.63842,2.64342,2.6482,2.65276,2.65713,2.66131,2.6653,2.66911,2.67276,2.67624,2.67958,2.68276,2.6858,2.6887,2.69148,2.69412,2.69665,2.69907,2.70137,2.70357,2.70567,2.70767,2.70958,2.71197,2.71912,2.72605,2.73186,2.73697,2.74135,2.7452,2.74864,2.75177,2.75466,2.75735,2.75989,2.76223,2.76453,2.76682,2.76896,2.77103,2.77305,2.77501,2.77692,2.77879,2.78062,2.7824,2.78409,2.78587,2.78755,2.7892,2.79081,2.7924
,1.61259,1.72276,1.81353,1.89023,1.95563,2.01226,2.06199,2.10626,2.14566,2.18102,2.21297,2.24199,2.26925,2.29413,2.31695,2.33798,2.35747,2.37585,2.39314,2.40921,2.42424,2.43835,2.45164,2.46417,2.47601,2.48721,2.49803,2.50832,2.51806,2.52733,2.53615,2.54456,2.55259,2.56028,2.56762,2.57466,2.58141,2.58787,2.59408,2.60004,2.60577,2.61127,2.61656,2.62164,2.62653,2.63123,2.63575,2.6401,2.64429,2.64832,2.6522,2.65593,2.65952,2.66297,2.66629,2.66949,2.67257,2.67553,2.67838,2.68112,2.68376,2.68629,2.68873,2.69108,2.69334,2.69551,2.69759,2.6996,2.70153,2.70338,2.70804,2.71423,2.71957,2.72426,2.72842,2.73205,2.7355,2.7385,2.74144,2.74411,2.74663,2.74902,2.7513,2.75341,2.75561,2.75757,2.75963,2.76156,2.76344,2.76528,2.76707
,1.46359,1.58818,1.68991,1.77513,1.84804,1.91094,1.96593,2.01452,2.05808,2.09718,2.13247,2.16452,2.19379,2.22062,2.24597,2.26927,2.29083,2.31084,2.32949,2.34693,2.36365,2.37929,2.39396,2.40779,2.42085,2.43323,2.44496,2.45611,2.46671,2.47687,2.48668,2.49601,2.50491,2.51342,2.52157,2.52938,2.53688,2.54407,2.55099,2.55764,2.56404,2.57021,2.57615,2.58187,2.58739,2.59272,2.59786,2.60283,2.60763,2.61226,2.61674,2.62107,2.62526,2.62931,2.63323,2.63701,2.64068,2.64422,2.64765,2.65097,2.65418,2.65728,2.66029,2.6632,2.66601,2.66873,2.67137,2.67392,2.67639,2.67877,2.68108,2.68332,2.68548,2.68758,2.6896,2.69156,2.69346,2.69529,2.69894,2.70413,2.70879,2.71296,2.71674,2.72008,2.72335,2.72628,2.72901,2.73159,2.73403,2.73635,2.73857
,1.2969,1.43912,1.55405,1.64949,1.73053,1.80056,1.86162,1.91541,1.96327,2.00625,2.04525,2.08061,2.11286,2.14243,2.16966,2.19483,2.21862,2.24071,2.2613,2.28052,2.29853,2.31544,2.33143,2.34675,2.36118,2.37481,2.38772,2.39999,2.41166,2.42278,2.43339,2.44352,2.45321,2.46257,2.47159,2.48023,2.48851,2.49645,2.50409,2.51144,2.51852,2.52534,2.53193,2.53828,2.54442,2.55034,2.55608,2.56162,2.56698,2.57218,2.57721,2.58208,2.5868,2.59138,2.59582,2.60013,2.60431,2.60836,2.6123,2.61613,2.61984,2.62345,2.62695,2.63035,2.63366,2.63688,2.64,2.64303,2.64599,2.64885,2.65164,2.65435,2.65699,2.65955,2.66204,2.66447,2.66682,2.66911,2.67134,2.6735,2.67561,2.67766,2.67965,2.68158,2.68347,2.6853,2.68708,2.69042,2.6948,2.69868,2.70246
,1.10847,1.27259,1.4036,1.5114,1.60217,1.68007,1.74794,1.80768,1.86067,1.90808,1.95084,1.98975,2.02531,2.05787,2.08783,2.1155,2.14116,2.16503,2.18755,2.20871,2.22854,2.24716,2.26466,2.28118,2.29678,2.31161,2.32588,2.33938,2.35221,2.36442,2.37607,2.3872,2.39784,2.40803,2.4178,2.42717,2.43617,2.44486,2.45331,2.46142,2.46922,2.47674,2.48399,2.49099,2.49774,2.50428,2.5106,2.51672,2.52264,2.52839,2.53396,2.53936,2.5446,2.54969,2.55463,2.55943,2.56409,2.56863,2.57304,2.57732,2.5815,2.58556,2.58951,2.59336,2.59711,2.60076,2.60432,2.60778,2.61116,2.61446,2.61767,2.6208,2.62386,2.62684,2.62974,2.63258,2.63534,2.63804,2.64067,2.64324,2.64575,2.6482,2.65059,2.65292,2.6552,2.65742,2.65959,2.66171,2.66377,2.66579,2.66776
,0.89154,1.08446,1.23557,1.35843,1.46097,1.5483,1.62392,1.69021,1.7491,1.80162,1.84885,1.89163,1.9306,1.96643,1.9994,2.02983,2.05801,2.08422,2.10867,2.13153,2.15297,2.17344,2.19265,2.21082,2.22795,2.24417,2.25954,2.27415,2.28806,2.30148,2.31428,2.32649,2.33816,2.34932,2.36002,2.37029,2.38015,2.38963,2.39876,2.40755,2.41602,2.42419,2.43215,2.43986,2.4473,2.45449,2.46144,2.46816,2.47468,2.48099,2.48711,2.49304,2.49881,2.50441,2.50985,2.51514,2.52028,2.52529,2.53016,2.5349,2.53952,2.54402,2.54841,2.55268,2.55685,2.56092,2.56489,2.56876,2.57254,2.57623,2.57983,2.58335,2.58678,2.59014,2.59342,2.59663,2.59977,2.60283,2.60583,2.60876,2.61163,2.61444,2.61718,2.61987,2.62249,2.62507,2.62758,2.63005,2.63246,2.63482,2.63713
